wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q10969775,Mahindananda Aluthgamage,Mahindananda Aluthgamage,male,1964-11-21,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-07-22,Q107612145,Minister of Agriculture,Q10969775-CA195E4E-69EA-4863-82CC-955FD5705B67
Q11057149,Bandula Gunawardena,Bandula Gunawardane,male,1953-03-15,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-07-22,Q107612201,Minister of Trade,Q11057149-D611AAB9-A7A4-4798-AC5A-A02D42091330
Q1538702,Gotabhaya Rajapakse,Gotabaya Rajapaksa,male,1949-06-20,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-08-06,Q16056689,Minister of Defence,Q1538702-2AC80F55-8CAF-4011-9B17-B23F1ACD0392
Q1538702,Gotabhaya Rajapakse,Gotabaya Rajapaksa,male,1949-06-20,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-08-06,Q107970219,Minister of Technology,Q1538702-611E8BCB-7E90-44F9-9228-43CBCB26973B
Q1538702,Gotabaya Rajapaksa,Gotabaya Rajapaksa,male,1949-06-20,11,,,Q2914380,President of Sri Lanka,Q1538702-88aa1315-48ef-98e0-fc27-0ac622736673
Q16151492,Sarath Weerasekara,Sarath Weerasekara,male,1951-01-01,9,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-07-22,Q107612070,Minister of Public Security,Q16151492-727B715F-1C36-4CCC-BF85-EE379F207BF0
Q16185625,Janaka Bandara Tennakoon,Janaka Bandara Tennakoon,male,1953-04-13,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-07-22,Q107612173,"Minister of Public Services, Provincial Councils & Local Government",Q16185625-3E6A62C4-B5B5-4AC2-9257-B87E0D835574
Q1848979,Namal Rajapaksa,Namal Rajapaksa,male,1986-04-10,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-07-22,Q107611999,Minister of Youth and Sports,Q1848979-BF2749FE-E93A-4FF3-8D45-8C24A91283F6
Q1848979,Namal Rajapaksa,Namal Rajapaksa,male,1986-04-10,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-08-18,Q108132925,Minister of Development Co-ordination and Monitoring,Q1848979-E87739E3-01DC-443E-9A9A-8638F06526BF
Q259229,C.B. Rathnayake,C. B. Rathnayake,male,1958-01-21,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-07-22,Q107612192,Minister of Wildlife & Forest Conservation,Q259229-96400FE8-7194-47C5-AC25-BDCF63892FF4
Q3179975,Basil Rajapaksa,Basil Rajapaksa,male,1951-04-27,11,http://www.cabinetoffice.gov.lk/cab/index.php?option=com_content&view=article&id=25&Itemid=23&lang=en,2021-07-22,Q6866137,Minister of Finance,Q3179975-A2446363-DA5C-4BC2-88C5-4869E02C3A76
